"","<3 mos.","3-11 mos.","1-5 yrs.","5 yrs.","Not reported","value"
"1800",0,0,0,1,0,29
"1801",0,0,0,1,0,7
"1802",0,0,0,1,0,7
"1803",0,0,0,1,0,8
"1804",0,0,0,1,0,11
"1805",0,0,0,1,0,9
"1806",0,0,0,1,0,18
"1807",0,0,0,1,0,1
"1808",0,0,0,1,0,11
"1809",0,0,0,1,0,7
"1810",0,0,0,1,0,12
"1811",0,0,0,1,0,9
"1812",0,0,0,1,0,5
"1813",0,0,0,1,0,43
"1814",0,0,0,1,0,5
"1815",0,0,0,1,0,10
"1816",0,0,0,1,0,10
"1817",0,0,0,1,0,3
"1818",0,0,0,1,0,5
"1819",0,0,0,1,0,4
"1820",0,0,0,1,0,5
"1821",0,0,0,1,0,5
"1822",0,0,0,1,0,180
"1823",0,0,0,1,0,2
"1824",0,0,0,1,0,7
"1825",0,0,0,1,0,3
"1826",0,0,0,1,0,7
"1827",0,0,0,1,0,6
"1828",0,0,0,1,0,6
"1829",0,0,0,1,0,14
"1830",0,0,0,1,0,12
"1831",0,0,0,1,0,5
"1832",0,0,0,1,0,39
"1833",0,0,0,1,0,18
"1834",0,0,0,1,0,26
"1835",0,0,0,1,0,20
"1836",0,0,0,1,0,16
"1837",0,0,0,1,0,15
"1838",0,0,0,1,0,12
"1839",0,0,0,1,0,21
"1840",0,0,0,1,0,18
"1841",0,0,0,1,0,62
"1842",0,0,0,1,0,7
"1843",0,0,0,1,0,6
"1844",0,0,0,1,0,8
"1845",0,0,0,1,0,7
"1846",0,0,0,1,0,10
"1847",0,0,0,1,0,8
"1848",0,0,0,1,0,3
"1849",0,0,0,1,0,5
"1850",0,0,0,1,0,3
"1851",0,0,0,1,0,9
"1852",0,0,0,1,0,9
"1853",0,0,0,1,0,8
"1854",0,0,0,1,0,7
"1855",0,0,0,1,0,10
"1856",0,0,0,1,0,11
"1857",0,0,0,1,0,11
"1858",0,0,0,1,0,20
"1859",0,0,0,1,0,10
"1860",0,0,0,1,0,20
"1861",0,0,0,1,0,7
"1862",0,0,0,1,0,21
"1863",0,0,0,1,0,2
"1864",0,0,0,1,0,5
"1865",0,0,0,1,0,5
"1866",0,0,0,1,0,4
"1867",0,0,0,1,0,3
"1868",0,0,0,1,0,67
"1869",0,0,0,1,0,20
"1870",0,0,0,1,0,19
"1871",0,0,0,1,0,16
"1872",0,0,0,1,0,26
"1873",0,0,0,1,0,20
"1874",0,0,0,1,0,6
"1875",0,0,0,1,0,15
"1876",0,0,0,1,0,8
"1877",0,0,0,1,0,6
"1878",0,0,0,1,0,6
"1879",0,0,0,1,0,4
"1880",0,0,0,1,0,10
"1881",0,0,0,1,0,5
"1882",0,0,0,1,0,5
"1883",0,0,0,1,0,6
"1884",0,0,0,1,0,7
"1885",0,0,0,1,0,10
"1886",0,0,0,1,0,12
"1887",0,0,0,1,0,7
"1888",0,0,0,1,0,19
"1889",0,0,0,1,0,4
"1890",0,0,0,1,0,5
"1891",0,0,0,1,0,9
"1892",0,0,0,1,0,8
"1893",0,0,0,1,0,15
"1894",0,0,0,1,0,8
"1895",0,0,0,1,0,2
"1896",0,0,0,1,0,6
"1897",0,0,0,1,0,5
"1898",0,0,0,1,0,17
"1899",0,0,0,1,0,1
"1900",0,0,0,1,0,5
"1901",0,0,0,1,0,1
"1902",0,0,0,1,0,40
"1903",0,0,0,1,0,5
"1904",0,0,0,1,0,90
"1905",0,0,0,1,0,36
"1906",0,0,0,1,0,6
"1907",0,0,0,1,0,12
"1908",0,0,0,1,0,13
"1909",0,0,0,1,0,13
"1910",0,0,0,1,0,15
"1911",0,0,0,1,0,14
"1912",0,0,0,1,0,12
"1913",0,0,0,1,0,15
"1914",0,0,0,1,0,36
"1915",0,0,0,1,0,39
"1916",0,0,0,1,0,34
"1917",0,0,0,1,0,5
"1918",0,0,0,1,0,24
"1919",0,0,0,1,0,41
"1920",0,0,0,1,0,36
"1921",0,0,0,1,0,21
"1922",0,0,0,1,0,14
"1923",0,0,0,1,0,21
"1924",0,0,0,1,0,32
"1925",0,0,0,1,0,30
"1926",0,0,0,1,0,10
"1927",0,0,0,1,0,30
"1928",0,0,0,1,0,5
"1929",0,0,0,1,0,2
"1930",0,0,0,1,0,5
"1931",0,0,0,1,0,91
"1932",0,0,0,1,0,2
"1933",0,0,0,1,0,4
"1934",0,0,0,1,0,4
"1935",0,0,0,1,0,3
"1936",0,0,0,1,0,6
"1937",0,0,0,1,0,6
"1938",0,0,0,1,0,4
"1939",0,0,0,1,0,14
"1940",0,0,0,1,0,2
"1941",0,0,0,1,0,10
"1942",0,0,0,1,0,29
"1943",0,0,0,1,0,7
"1944",0,0,0,1,0,7
"1945",0,0,0,1,0,8
"1946",0,0,0,1,0,11
"1947",0,0,0,1,0,4
"1948",0,0,0,1,0,8
"1949",0,0,0,1,0,1
"1950",0,0,0,1,0,10
"1951",0,0,0,1,0,6
"1952",0,0,0,1,0,7
"1953",0,0,0,1,0,4
"1954",0,0,0,1,0,14
"1955",0,0,0,1,0,9
"1956",0,0,0,1,0,18
"1957",0,0,0,1,0,2
"1958",0,0,0,1,0,11
"1959",0,0,0,1,0,7
"1960",0,0,0,1,0,20
"1961",0,0,0,1,0,20
"1962",0,0,0,1,0,14
"1963",0,0,0,1,0,4
"1964",0,0,0,1,0,20
"1965",0,0,0,1,0,21
"1966",0,0,0,1,0,7
"1967",0,0,0,1,0,11
"1968",0,0,0,1,0,3
"1969",0,0,0,1,0,19
"1970",0,0,0,1,0,5
"1971",0,0,0,1,0,3
"1972",0,0,0,1,0,8
"1973",0,0,0,1,0,5
"1974",0,0,0,1,0,5
"1975",0,0,0,1,0,5
"1976",0,0,0,1,0,7
"1977",0,0,0,1,0,5
"1978",0,0,0,1,0,3
"1979",0,0,0,1,0,11
"1980",0,0,0,1,0,21
"1981",0,0,0,1,0,3
"1982",0,0,0,1,0,7
"1983",0,0,0,1,0,9
"1984",0,0,0,1,0,17
"1985",0,0,0,1,0,6
"1986",0,0,0,1,0,12
"1987",0,0,0,1,0,9
"1988",0,0,0,1,0,5
"1989",0,0,0,1,0,43
"1990",0,0,0,1,0,5
"1991",0,0,0,1,0,8
"1992",0,0,0,1,0,10
"1993",0,0,0,1,0,24
"1994",0,0,0,1,0,11
"1995",0,0,0,1,0,5
"1996",0,0,0,1,0,3
"1997",0,0,0,1,0,5
"1998",0,0,0,1,0,4
"1999",0,0,0,1,0,5
"2000",0,0,0,1,0,5
"2001",0,0,0,1,0,8
"2002",0,0,0,1,0,10
"2003",0,0,0,1,0,19
"2004",0,0,0,1,0,14
"2005",0,0,0,1,0,21
"2006",0,0,0,1,0,5
"2007",0,0,0,1,0,3
"2008",0,0,0,1,0,86
"2009",0,0,0,1,0,4
"2010",0,0,0,1,0,36
"2011",0,0,0,1,0,6
"2012",0,0,0,1,0,5
"2013",0,0,0,1,0,20
"2014",0,0,0,1,0,13
"2015",0,0,0,1,0,35
"2016",0,0,0,1,0,5
"2017",0,0,0,1,0,1
"2018",0,0,0,1,0,5
"2019",0,0,0,1,0,13
"2020",0,0,0,1,0,7
"2021",0,0,0,1,0,11
"2022",0,0,0,1,0,4
"2023",0,0,0,1,0,3
"2024",0,0,0,1,0,7
"2025",0,0,0,1,0,49
"2026",0,0,0,1,0,6
"2027",0,0,0,1,0,9
"2028",0,0,0,1,0,2
"2029",0,0,0,1,0,60
"2030",0,0,0,1,0,5
"2031",0,0,0,1,0,3
"2032",0,0,0,1,0,30
"2033",0,0,0,1,0,15
"2034",0,0,0,1,0,7
"2035",0,0,0,1,0,81
"2036",0,0,0,1,0,2
"2037",0,0,0,1,0,6
"2038",0,0,0,1,0,40
"2039",0,0,0,1,0,5
"2040",0,0,0,1,0,3
"2041",0,0,0,1,0,6
"2042",0,0,0,1,0,10
"2043",0,0,0,1,0,5
"2044",0,0,0,1,0,4
"2045",0,0,0,1,0,1
"2046",0,0,0,1,0,7
"2047",0,0,0,1,0,6
"2048",0,0,0,1,0,8
"2049",0,0,0,1,0,2
"2050",0,0,0,1,0,15
"2051",0,0,0,1,0,70
"2052",0,0,0,1,0,10
"2053",0,0,0,1,0,10
"2054",0,0,0,1,0,5
"2055",0,0,0,1,0,5
"2056",0,0,0,1,0,6
"2057",0,0,0,1,0,14
"2058",0,0,0,1,0,4
"2059",0,0,0,1,0,6
"2060",0,0,0,1,0,3
"2061",0,0,0,1,0,6
"2062",0,0,0,1,0,14
"2063",0,0,0,1,0,8
"2064",0,0,0,1,0,12
"2065",0,0,0,1,0,11
"2066",0,0,0,1,0,20
"2067",0,0,0,1,0,1
"2068",0,0,0,1,0,14
"2069",0,0,0,1,0,5
"2070",0,0,0,1,0,1
"2071",0,0,0,1,0,30
"2072",0,0,0,1,0,20
"2073",0,0,0,1,0,8
"2074",0,0,0,1,0,3
"2075",0,0,0,1,0,1
"2076",0,0,0,1,0,8
"2077",0,0,0,1,0,16
"2078",0,0,0,1,0,15
"2079",0,0,0,1,0,3
"2080",0,0,0,1,0,6
"2081",0,0,0,1,0,4
"2082",0,0,0,1,0,6
"2083",0,0,0,1,0,14
"2084",0,0,0,1,0,7
"2085",0,0,0,1,0,1
"2086",0,0,0,1,0,19
"2087",0,0,0,1,0,4
"2088",0,0,0,1,0,95
"2089",0,0,0,1,0,5
"2090",0,0,0,1,0,3
"2091",0,0,0,1,0,15
"2092",0,0,0,1,0,27
"2093",0,0,0,1,0,98
"2094",0,0,0,1,0,44
"2095",0,0,0,1,0,51
"2096",0,0,0,1,0,6
"2097",0,0,0,1,0,8
"2098",0,0,0,1,0,6
"2099",0,0,0,1,0,2
"2100",0,0,0,1,0,5
"2101",0,0,0,1,0,19
"2102",0,0,0,1,0,40
"2103",0,0,0,1,0,60
"2104",0,0,0,1,0,7
"2105",0,0,0,1,0,7
"2106",0,0,0,1,0,23
"2107",0,0,0,1,0,10
"2108",0,0,0,1,0,13
"2109",0,0,0,1,0,12
"2110",0,0,0,1,0,12
"2111",0,0,0,1,0,10
"2112",0,0,0,1,0,28
"2113",0,0,0,1,0,15
"2114",0,0,0,1,0,16
"2115",0,0,0,1,0,13
"2116",0,0,0,1,0,5
"2117",0,0,0,1,0,13
"2118",0,0,0,1,0,3
"2119",0,0,0,1,0,4
"2120",0,0,0,1,0,6
"2121",0,0,0,1,0,7
"2122",0,0,0,1,0,7
"2123",0,0,0,1,0,20
"2124",0,0,0,1,0,3
"2125",0,0,0,1,0,5
"2126",0,0,0,1,0,7
"2127",0,0,0,1,0,5
"2128",0,0,0,1,0,5
"2129",0,0,0,1,0,14
"2130",0,0,0,1,0,13
"2131",0,0,0,1,0,5
"2132",0,0,0,1,0,10
"2133",0,0,0,1,0,13
"2134",0,0,0,1,0,4
"2135",0,0,0,1,0,10
"2136",0,0,0,1,0,10
"2137",0,0,0,1,0,12
"2138",0,0,0,1,0,10
"2139",0,0,0,1,0,6
"2140",0,0,0,1,0,5
"2141",0,0,0,1,0,11
"2142",0,0,0,1,0,14
"2143",0,0,0,1,0,15
"2144",0,0,0,1,0,7
"2145",0,0,0,1,0,3
"2146",0,0,0,1,0,2
"2147",0,0,0,1,0,14
"2148",0,0,0,1,0,83
"2149",0,0,0,1,0,3
"2150",0,0,0,1,0,19
"2151",0,0,0,1,0,4
"2152",0,0,0,1,0,1
"2153",0,0,0,1,0,4
"2154",0,0,0,1,0,10
"2155",0,0,0,1,0,3
"2156",0,0,0,1,0,7
"2157",0,0,0,1,0,14
"2158",0,0,0,1,0,3
"2159",0,0,0,1,0,19
"2160",0,0,0,1,0,41
"2161",0,0,0,1,0,14
"2162",0,0,0,1,0,5
"2163",0,0,0,1,0,5
"2164",0,0,0,1,0,15
"2165",0,0,0,1,0,14
"2166",0,0,0,1,0,15
"2167",0,0,0,1,0,6
"2168",0,0,0,1,0,2
"2169",0,0,0,1,0,21
"2170",0,0,0,1,0,5
"2171",0,0,0,1,0,3
"2172",0,0,0,1,0,8
"2173",0,0,0,1,0,4
"2174",0,0,0,1,0,10
"2175",0,0,0,1,0,7
"2176",0,0,0,1,0,5
"2177",0,0,0,1,0,6
"2178",0,0,0,1,0,13
"2179",0,0,0,1,0,10
"2180",0,0,0,1,0,8
"2181",0,0,0,1,0,7
"2182",0,0,0,1,0,95
"2183",0,0,0,1,0,6
"2184",0,0,0,1,0,35
"2185",0,0,0,1,0,12
"2186",0,0,0,1,0,23
"2187",0,0,0,1,0,16
"2188",0,0,0,1,0,3
"2189",0,0,0,1,0,9
"2190",0,0,0,1,0,4
"2191",0,0,0,1,0,41
"2192",0,0,0,1,0,15
"2193",0,0,0,1,0,4
"2194",0,0,0,1,0,23
"2195",0,0,0,1,0,6
"2196",0,0,0,1,0,11
"2197",0,0,0,1,0,10
"2198",0,0,0,1,0,14
"2199",0,0,0,1,0,4
"2200",0,0,0,1,0,5
"2201",0,0,0,1,0,3
"2202",0,0,0,1,0,3
"2203",0,0,0,1,0,15
"2204",0,0,0,1,0,30
"2205",0,0,0,1,0,78
"2206",0,0,0,1,0,55
"2207",0,0,0,1,0,1
"2208",0,0,0,1,0,6
"2209",0,0,0,1,0,8
"2210",0,0,0,1,0,9
"2211",0,0,0,1,0,4
"2212",0,0,0,1,0,30
"2213",0,0,0,1,0,29
"2214",0,0,0,1,0,10
"2215",0,0,0,1,0,18
"2216",0,0,0,1,0,1
"2217",0,0,0,1,0,14
"2218",0,0,0,1,0,30
"2219",0,0,0,1,0,60
"2220",0,0,0,1,0,4
"2221",0,0,0,1,0,6
"2222",0,0,0,1,0,4
"2223",0,0,0,1,0,4
"2224",0,0,0,1,0,9
"2225",0,0,0,1,0,3
"2226",0,0,0,1,0,6
"2227",0,0,0,1,0,5
"2228",0,0,0,1,0,14
"2229",0,0,0,1,0,20
"2230",0,0,0,1,0,34
"2231",0,0,0,1,0,26
"2232",0,0,0,1,0,30
"2233",0,0,0,1,0,2
"2234",0,0,0,1,0,5
"2235",0,0,0,1,0,61
"2236",0,0,0,1,0,3
"2237",0,0,0,1,0,34
"2238",0,0,0,1,0,6
"2239",0,0,0,1,0,20
"2240",0,0,0,1,0,3
"2241",0,0,0,1,0,5
"2242",0,0,0,1,0,3
"2243",0,0,0,1,0,14
"2244",0,0,0,1,0,6
"2245",0,0,0,1,0,18
"2246",0,0,0,1,0,4
"2247",0,0,0,1,0,30
"2248",0,0,0,1,0,9
"2249",0,0,0,1,0,8
"2250",0,0,0,1,0,10
"2251",0,0,0,1,0,8
"2252",0,0,0,1,0,3
"2253",0,0,0,1,0,18
"2254",0,0,0,1,0,4
"2255",0,0,0,1,0,4
"2256",0,0,0,1,0,6
"2257",0,0,0,1,0,21
"2258",0,0,0,1,0,4
"2259",0,0,0,1,0,14
"2260",0,0,0,1,0,7
"2261",0,0,0,1,0,7
"2262",0,0,0,1,0,6
"2263",0,0,0,1,0,5
"2264",0,0,0,1,0,12
"2265",0,0,0,1,0,3
"2266",0,0,0,1,0,90
"2267",0,0,0,1,0,9
"2268",0,0,0,1,0,21
"2269",0,0,0,1,0,20
"2270",0,0,0,1,0,2
"2271",0,0,0,1,0,3
"2272",0,0,0,1,0,5
"2273",0,0,0,1,0,5
"2274",0,0,0,1,0,8
"2275",0,0,0,1,0,7
"2276",0,0,0,1,0,14
"2277",0,0,0,1,0,9
"2278",0,0,0,1,0,11
"2279",0,0,0,1,0,10
"2280",0,0,0,1,0,43
"2281",0,0,0,1,0,110
"2282",0,0,0,1,0,3
"2283",0,0,0,1,0,34
"2284",0,0,0,1,0,8
"2285",0,0,0,1,0,7
"2286",0,0,0,1,0,1
"2287",0,0,0,1,0,7
"2288",0,0,0,1,0,30
"2289",0,0,0,1,0,180
"2290",0,0,0,1,0,8
"2291",0,0,0,1,0,10
"2292",0,0,0,1,0,8
"2293",0,0,0,1,0,3
"2294",0,0,0,1,0,2
"2295",0,0,0,0,1,20
"2296",0,0,0,0,1,9
"2297",0,0,0,0,1,2
"2298",0,0,0,0,1,13
"2299",0,0,0,0,1,28
"2300",0,0,0,0,1,20
"2301",0,0,0,0,1,9
"2302",0,0,0,0,1,1
"2303",0,0,0,0,1,6
"2304",0,0,0,0,1,13
"2305",0,0,0,0,1,6
"2306",0,0,0,0,1,2
"2307",0,0,0,0,1,19
"2308",0,0,0,0,1,12
"2309",0,0,0,0,1,5
"2310",0,0,0,0,1,20
"2311",0,0,0,0,1,9
"2312",0,0,0,0,1,1
"2313",0,0,0,0,1,6
"2314",0,0,0,0,1,2
"2315",0,0,0,0,1,1
"2316",0,0,0,0,1,13
"2317",0,0,0,0,1,28
"2318",0,0,0,0,1,24
"2319",0,0,0,0,1,6
"2320",0,0,0,0,1,2
"2321",0,0,0,0,1,21
"2322",0,0,0,0,1,5
"2323",0,0,0,0,1,2
"2324",0,0,0,0,1,101
"2325",0,0,0,0,1,7
"2326",0,0,0,0,1,7
"2327",0,0,0,0,1,4
"2328",0,0,0,0,1,7
"2329",0,0,0,0,1,3
"2330",0,0,0,0,1,5
"2331",0,0,0,0,1,20
"2332",0,0,0,0,1,3
"2333",0,0,0,0,1,5
"2334",0,0,0,0,1,5
"2335",0,0,0,0,1,2
"2336",0,0,0,0,1,40
"2337",0,0,0,0,1,2
"2338",0,0,0,0,1,10
"2339",0,0,0,0,1,2
"2340",0,0,0,0,1,48
"2341",0,0,0,0,1,7
"2342",0,0,0,0,1,3
"2343",0,0,0,0,1,2
"2344",0,0,0,0,1,2
"2345",0,0,0,0,1,8
"2346",0,0,0,0,1,4
"2347",0,0,0,0,1,3
"2348",0,0,0,0,1,5
"2349",0,0,0,0,1,60
"2350",0,0,0,0,1,1
"2351",0,0,0,0,1,11
"2352",0,0,0,0,1,5
"2353",0,0,0,0,1,5
"2354",0,0,0,0,1,7
"2355",0,0,0,0,1,6
"2356",0,0,0,0,1,2
