"","Intentional injury by other person","Injury by person-unintentional or intent unknown","Animal and insect related incidents","Violence and other injuries by persons or animal","Roadway incidents involving motorized land vehicles","Transportation incidents","Fires and explosions","Slips, trips without fall","Fall on same level","Fall to lower level","Falls, slips, trips","Exposure to harmful substances or enviroments","Struck by object or equipment","Struck against object or equipment","Caught in or compressed by object or equipment","Contact with object, equipment","Repetitive motion involving microtasks","Overexertion in lifting or lowering","Overexertion and bodily reaction","all other","value"
"2465",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2466",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2467",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2468",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2469",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2470",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2471",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
"2472",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
"2473",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2474",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
"2475",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2476",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2477",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"2478",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2479",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2480",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"2481",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2482",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2483",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2484",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2485",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2486",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2487",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"2488",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2489",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"2490",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
"2491",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2492",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2493",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2494",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2495",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
"2496",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2497",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
"2498",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2499",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"2500",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69
"2501",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2502",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2503",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2504",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2505",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2506",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2507",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2508",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2509",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
"2510",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2511",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2512",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2513",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2514",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2515",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,180
"2516",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"2517",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2518",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2519",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"2520",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2521",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2522",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2523",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2524",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2525",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
"2526",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2527",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2528",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2529",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2530",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
"2531",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
"2532",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2533",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2534",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2535",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2536",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2537",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2538",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2539",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
"2540",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
"2541",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2542",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2543",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2544",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2545",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2546",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2547",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2548",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2549",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2550",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2551",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2552",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2553",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2554",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2555",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2556",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
"2557",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2558",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2559",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2560",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"2561",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2562",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2563",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"2564",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2565",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2566",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2567",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2568",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2569",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2570",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2571",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2572",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2573",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2574",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2575",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"2576",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"2577",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
"2578",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2579",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2580",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2581",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2582",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2583",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2584",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26
"2585",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"2586",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2587",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"2588",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
"2589",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2590",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2591",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2592",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2593",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2594",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2595",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2596",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2597",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2598",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2599",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"2600",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2601",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2602",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2603",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2604",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2605",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2606",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2607",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2608",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2609",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2610",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2611",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2612",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"2613",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
"2614",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2615",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2616",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
"2617",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2618",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
"2619",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2620",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"2621",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2622",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2623",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2624",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2625",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2626",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2627",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
"2628",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69
"2629",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2630",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2631",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2632",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2633",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2634",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2635",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
"2636",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"2637",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2638",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
"2639",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2640",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2641",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2642",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2643",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2644",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2645",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2646",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2647",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2648",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
"2649",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2650",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2651",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2652",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2653",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2654",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60
"2655",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
"2656",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2657",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2658",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2659",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2660",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2661",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2662",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2663",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50
"2664",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2665",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2666",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2667",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2668",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38
"2669",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2670",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
"2671",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"2672",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2673",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2674",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2675",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2676",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2677",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2678",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2679",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"2680",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2681",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2682",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2683",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90
"2684",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2685",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2686",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2687",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"2688",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2689",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2690",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2691",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2692",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2693",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2694",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2695",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2696",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81
"2697",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2698",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"2699",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2700",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2701",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"2702",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
"2703",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2704",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2705",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2706",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2707",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
"2708",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2709",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2710",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2711",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2712",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42
"2713",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2714",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2715",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2716",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2717",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2718",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2719",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2720",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"2721",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
"2722",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2723",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2724",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2725",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2726",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2727",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2728",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2729",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2730",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2731",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2732",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2733",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2734",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"2735",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"2736",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2737",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42
"2738",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2739",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2740",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
"2741",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2742",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2743",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2744",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2745",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2746",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2747",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2748",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2749",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2750",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"2751",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2752",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2753",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2754",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"2755",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"2756",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2757",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30
"2758",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2759",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"2760",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"2761",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"2762",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"2763",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
