"","Containers, furniture, and fixtures","Machinery","Firearms, law enforcement, and other self-defense equipment","Tools, instruments, and equipment","Highway vehicle, motorized","Vehicles","Ice, sleet, snow","Liquids-nonchemical","all other","value"
"1",1,0,0,0,0,0,0,0,0,15
"2",1,0,0,0,0,0,0,0,0,6
"3",1,0,0,0,0,0,0,0,0,23
"4",1,0,0,0,0,0,0,0,0,2
"5",1,0,0,0,0,0,0,0,0,2
"6",1,0,0,0,0,0,0,0,0,5
"7",1,0,0,0,0,0,0,0,0,7
"8",1,0,0,0,0,0,0,0,0,14
"9",1,0,0,0,0,0,0,0,0,15
"10",1,0,0,0,0,0,0,0,0,25
"11",1,0,0,0,0,0,0,0,0,15
"12",1,0,0,0,0,0,0,0,0,6
"13",1,0,0,0,0,0,0,0,0,12
"14",1,0,0,0,0,0,0,0,0,6
"15",1,0,0,0,0,0,0,0,0,6
"16",1,0,0,0,0,0,0,0,0,55
"17",1,0,0,0,0,0,0,0,0,5
"18",1,0,0,0,0,0,0,0,0,7
"19",1,0,0,0,0,0,0,0,0,10
"20",1,0,0,0,0,0,0,0,0,12
"21",1,0,0,0,0,0,0,0,0,83
"22",1,0,0,0,0,0,0,0,0,23
"23",1,0,0,0,0,0,0,0,0,2
"24",1,0,0,0,0,0,0,0,0,2
"25",1,0,0,0,0,0,0,0,0,11
"26",1,0,0,0,0,0,0,0,0,180
"27",1,0,0,0,0,0,0,0,0,40
"28",1,0,0,0,0,0,0,0,0,15
"29",1,0,0,0,0,0,0,0,0,18
"30",1,0,0,0,0,0,0,0,0,15
"31",1,0,0,0,0,0,0,0,0,6
"32",1,0,0,0,0,0,0,0,0,6
"33",1,0,0,0,0,0,0,0,0,10
"34",1,0,0,0,0,0,0,0,0,18
"35",1,0,0,0,0,0,0,0,0,10
"36",1,0,0,0,0,0,0,0,0,9
"37",1,0,0,0,0,0,0,0,0,51
"38",1,0,0,0,0,0,0,0,0,5
"39",1,0,0,0,0,0,0,0,0,12
"40",1,0,0,0,0,0,0,0,0,6
"41",1,0,0,0,0,0,0,0,0,2
"42",1,0,0,0,0,0,0,0,0,6
"43",1,0,0,0,0,0,0,0,0,2
"44",1,0,0,0,0,0,0,0,0,7
"45",1,0,0,0,0,0,0,0,0,55
"46",1,0,0,0,0,0,0,0,0,5
"47",1,0,0,0,0,0,0,0,0,7
"48",1,0,0,0,0,0,0,0,0,10
"49",1,0,0,0,0,0,0,0,0,12
"50",1,0,0,0,0,0,0,0,0,25
"51",1,0,0,0,0,0,0,0,0,83
"52",1,0,0,0,0,0,0,0,0,47
"53",1,0,0,0,0,0,0,0,0,28
"54",1,0,0,0,0,0,0,0,0,18
"55",1,0,0,0,0,0,0,0,0,55
"56",1,0,0,0,0,0,0,0,0,30
"57",1,0,0,0,0,0,0,0,0,9
"58",1,0,0,0,0,0,0,0,0,3
"59",1,0,0,0,0,0,0,0,0,47
"60",1,0,0,0,0,0,0,0,0,3
"61",1,0,0,0,0,0,0,0,0,7
"62",1,0,0,0,0,0,0,0,0,3
"63",1,0,0,0,0,0,0,0,0,2
"64",1,0,0,0,0,0,0,0,0,20
"65",1,0,0,0,0,0,0,0,0,2
"66",1,0,0,0,0,0,0,0,0,2
"67",1,0,0,0,0,0,0,0,0,91
"68",1,0,0,0,0,0,0,0,0,28
"69",1,0,0,0,0,0,0,0,0,31
"70",1,0,0,0,0,0,0,0,0,2
"71",1,0,0,0,0,0,0,0,0,36
"72",1,0,0,0,0,0,0,0,0,5
"73",1,0,0,0,0,0,0,0,0,1
"74",1,0,0,0,0,0,0,0,0,4
"75",1,0,0,0,0,0,0,0,0,6
"76",1,0,0,0,0,0,0,0,0,2
"77",1,0,0,0,0,0,0,0,0,3
"78",1,0,0,0,0,0,0,0,0,1
"79",1,0,0,0,0,0,0,0,0,5
"80",1,0,0,0,0,0,0,0,0,15
"81",1,0,0,0,0,0,0,0,0,5
"82",1,0,0,0,0,0,0,0,0,48
"83",1,0,0,0,0,0,0,0,0,4
"84",1,0,0,0,0,0,0,0,0,6
"85",1,0,0,0,0,0,0,0,0,2
"86",1,0,0,0,0,0,0,0,0,1
"87",1,0,0,0,0,0,0,0,0,1
"88",1,0,0,0,0,0,0,0,0,10
"89",1,0,0,0,0,0,0,0,0,4
"90",1,0,0,0,0,0,0,0,0,1
"91",1,0,0,0,0,0,0,0,0,2
"92",1,0,0,0,0,0,0,0,0,4
"93",1,0,0,0,0,0,0,0,0,30
"94",1,0,0,0,0,0,0,0,0,3
"95",1,0,0,0,0,0,0,0,0,12
"96",1,0,0,0,0,0,0,0,0,16
"97",1,0,0,0,0,0,0,0,0,180
"98",1,0,0,0,0,0,0,0,0,6
"99",1,0,0,0,0,0,0,0,0,16
"100",1,0,0,0,0,0,0,0,0,5
"101",1,0,0,0,0,0,0,0,0,5
"102",1,0,0,0,0,0,0,0,0,9
"103",1,0,0,0,0,0,0,0,0,36
"104",1,0,0,0,0,0,0,0,0,6
"105",1,0,0,0,0,0,0,0,0,9
"106",1,0,0,0,0,0,0,0,0,14
"107",1,0,0,0,0,0,0,0,0,7
"108",1,0,0,0,0,0,0,0,0,32
"109",1,0,0,0,0,0,0,0,0,30
"110",1,0,0,0,0,0,0,0,0,5
"111",1,0,0,0,0,0,0,0,0,3
"112",1,0,0,0,0,0,0,0,0,1
"113",1,0,0,0,0,0,0,0,0,48
"114",1,0,0,0,0,0,0,0,0,4
"115",1,0,0,0,0,0,0,0,0,3
"116",1,0,0,0,0,0,0,0,0,20
"117",1,0,0,0,0,0,0,0,0,3
"118",1,0,0,0,0,0,0,0,0,2
"119",1,0,0,0,0,0,0,0,0,2
"120",1,0,0,0,0,0,0,0,0,13
"121",1,0,0,0,0,0,0,0,0,180
"122",1,0,0,0,0,0,0,0,0,10
"123",1,0,0,0,0,0,0,0,0,1
"124",1,0,0,0,0,0,0,0,0,4
"125",1,0,0,0,0,0,0,0,0,8
"126",1,0,0,0,0,0,0,0,0,10
"127",1,0,0,0,0,0,0,0,0,4
"128",1,0,0,0,0,0,0,0,0,3
"129",1,0,0,0,0,0,0,0,0,12
"130",1,0,0,0,0,0,0,0,0,23
"131",1,0,0,0,0,0,0,0,0,6
"132",1,0,0,0,0,0,0,0,0,15
"133",1,0,0,0,0,0,0,0,0,18
"134",1,0,0,0,0,0,0,0,0,11
"135",1,0,0,0,0,0,0,0,0,65
"136",1,0,0,0,0,0,0,0,0,2
"137",1,0,0,0,0,0,0,0,0,157
"138",1,0,0,0,0,0,0,0,0,2
"139",1,0,0,0,0,0,0,0,0,4
"140",1,0,0,0,0,0,0,0,0,13
"141",1,0,0,0,0,0,0,0,0,5
"142",1,0,0,0,0,0,0,0,0,19
"143",1,0,0,0,0,0,0,0,0,1
"144",1,0,0,0,0,0,0,0,0,1
"145",1,0,0,0,0,0,0,0,0,60
"146",1,0,0,0,0,0,0,0,0,4
"147",1,0,0,0,0,0,0,0,0,10
"148",1,0,0,0,0,0,0,0,0,84
"149",1,0,0,0,0,0,0,0,0,2
"150",1,0,0,0,0,0,0,0,0,2
"151",1,0,0,0,0,0,0,0,0,36
"152",1,0,0,0,0,0,0,0,0,3
"153",1,0,0,0,0,0,0,0,0,12
"154",1,0,0,0,0,0,0,0,0,82
"155",1,0,0,0,0,0,0,0,0,7
"156",1,0,0,0,0,0,0,0,0,5
"157",1,0,0,0,0,0,0,0,0,3
"158",1,0,0,0,0,0,0,0,0,3
"159",1,0,0,0,0,0,0,0,0,9
"160",1,0,0,0,0,0,0,0,0,71
"161",1,0,0,0,0,0,0,0,0,15
"162",1,0,0,0,0,0,0,0,0,61
"163",1,0,0,0,0,0,0,0,0,9
"164",1,0,0,0,0,0,0,0,0,2
"165",1,0,0,0,0,0,0,0,0,12
"166",1,0,0,0,0,0,0,0,0,2
"167",1,0,0,0,0,0,0,0,0,36
"168",1,0,0,0,0,0,0,0,0,6
"169",1,0,0,0,0,0,0,0,0,69
"170",1,0,0,0,0,0,0,0,0,23
"171",1,0,0,0,0,0,0,0,0,34
"172",1,0,0,0,0,0,0,0,0,3
"173",1,0,0,0,0,0,0,0,0,14
"174",1,0,0,0,0,0,0,0,0,2
"175",1,0,0,0,0,0,0,0,0,1
"176",1,0,0,0,0,0,0,0,0,7
"177",1,0,0,0,0,0,0,0,0,21
"178",1,0,0,0,0,0,0,0,0,19
"179",1,0,0,0,0,0,0,0,0,3
"180",1,0,0,0,0,0,0,0,0,4
"181",1,0,0,0,0,0,0,0,0,21
"182",1,0,0,0,0,0,0,0,0,1
"183",1,0,0,0,0,0,0,0,0,2
"184",1,0,0,0,0,0,0,0,0,14
"185",1,0,0,0,0,0,0,0,0,3
"186",1,0,0,0,0,0,0,0,0,2
"187",1,0,0,0,0,0,0,0,0,9
"188",1,0,0,0,0,0,0,0,0,1
"189",1,0,0,0,0,0,0,0,0,2
"190",1,0,0,0,0,0,0,0,0,47
"191",1,0,0,0,0,0,0,0,0,7
"192",0,1,0,0,0,0,0,0,0,28
"193",0,1,0,0,0,0,0,0,0,8
"194",0,1,0,0,0,0,0,0,0,28
"195",0,1,0,0,0,0,0,0,0,7
"196",0,1,0,0,0,0,0,0,0,8
"197",0,1,0,0,0,0,0,0,0,5
"198",0,1,0,0,0,0,0,0,0,30
"199",0,1,0,0,0,0,0,0,0,32
"200",0,1,0,0,0,0,0,0,0,28
"201",0,1,0,0,0,0,0,0,0,10
"202",0,1,0,0,0,0,0,0,0,27
"203",0,1,0,0,0,0,0,0,0,5
"204",0,1,0,0,0,0,0,0,0,7
"205",0,1,0,0,0,0,0,0,0,8
"206",0,1,0,0,0,0,0,0,0,8
"207",0,1,0,0,0,0,0,0,0,103
"208",0,1,0,0,0,0,0,0,0,3
"209",0,1,0,0,0,0,0,0,0,2
"210",0,1,0,0,0,0,0,0,0,15
"211",0,1,0,0,0,0,0,0,0,58
"212",0,1,0,0,0,0,0,0,0,53
"213",0,1,0,0,0,0,0,0,0,2
"214",0,1,0,0,0,0,0,0,0,3
"215",0,1,0,0,0,0,0,0,0,16
"216",0,1,0,0,0,0,0,0,0,2
"217",0,1,0,0,0,0,0,0,0,4
"218",0,1,0,0,0,0,0,0,0,78
"219",0,1,0,0,0,0,0,0,0,31
"220",0,1,0,0,0,0,0,0,0,103
"221",0,1,0,0,0,0,0,0,0,7
"222",0,1,0,0,0,0,0,0,0,7
"223",0,1,0,0,0,0,0,0,0,2
"224",0,0,1,0,0,0,0,0,0,3
"225",0,0,1,0,0,0,0,0,0,2
"226",0,0,0,1,0,0,0,0,0,10
"227",0,0,0,1,0,0,0,0,0,27
"228",0,0,0,1,0,0,0,0,0,1
"229",0,0,0,1,0,0,0,0,0,10
"230",0,0,0,1,0,0,0,0,0,108
"231",0,0,0,1,0,0,0,0,0,10
"232",0,0,0,1,0,0,0,0,0,27
"233",0,0,0,1,0,0,0,0,0,10
"234",0,0,0,1,0,0,0,0,0,162
"235",0,0,0,1,0,0,0,0,0,7
"236",0,0,0,1,0,0,0,0,0,10
"237",0,0,0,1,0,0,0,0,0,28
"238",0,0,0,1,0,0,0,0,0,15
"239",0,0,0,1,0,0,0,0,0,7
"240",0,0,0,1,0,0,0,0,0,10
"241",0,0,0,1,0,0,0,0,0,27
"242",0,0,0,1,0,0,0,0,0,19
"243",0,0,0,1,0,0,0,0,0,3
"244",0,0,0,1,0,0,0,0,0,2
"245",0,0,0,1,0,0,0,0,0,10
"246",0,0,0,1,0,0,0,0,0,162
"247",0,0,0,1,0,0,0,0,0,7
"248",0,0,0,1,0,0,0,0,0,108
"249",0,0,0,1,0,0,0,0,0,3
"250",0,0,0,1,0,0,0,0,0,11
"251",0,0,0,1,0,0,0,0,0,2
"252",0,0,0,1,0,0,0,0,0,32
"253",0,0,0,1,0,0,0,0,0,10
"254",0,0,0,1,0,0,0,0,0,180
"255",0,0,0,1,0,0,0,0,0,18
"256",0,0,0,1,0,0,0,0,0,180
"257",0,0,0,1,0,0,0,0,0,1
"258",0,0,0,1,0,0,0,0,0,13
"259",0,0,0,1,0,0,0,0,0,20
"260",0,0,0,1,0,0,0,0,0,5
"261",0,0,0,1,0,0,0,0,0,180
"262",0,0,0,1,0,0,0,0,0,180
"263",0,0,0,1,0,0,0,0,0,1
"264",0,0,0,1,0,0,0,0,0,3
"265",0,0,0,1,0,0,0,0,0,20
"266",0,0,0,1,0,0,0,0,0,13
"267",0,0,0,1,0,0,0,0,0,91
"268",0,0,0,1,0,0,0,0,0,79
"269",0,0,0,1,0,0,0,0,0,20
"270",0,0,0,1,0,0,0,0,0,1
"271",0,0,0,1,0,0,0,0,0,1
"272",0,0,0,1,0,0,0,0,0,36
"273",0,0,0,1,0,0,0,0,0,4
"274",0,0,0,1,0,0,0,0,0,2
"275",0,0,0,1,0,0,0,0,0,66
"276",0,0,0,1,0,0,0,0,0,6
"277",0,0,0,1,0,0,0,0,0,30
"278",0,0,0,1,0,0,0,0,0,61
"279",0,0,0,1,0,0,0,0,0,180
"280",0,0,0,1,0,0,0,0,0,63
"281",0,0,0,1,0,0,0,0,0,2
"282",0,0,0,1,0,0,0,0,0,2
"283",0,0,0,1,0,0,0,0,0,6
"284",0,0,0,1,0,0,0,0,0,42
"285",0,0,0,1,0,0,0,0,0,21
"286",0,0,0,0,1,0,0,0,0,79
"287",0,0,0,0,1,0,0,0,0,8
"288",0,0,0,0,1,0,0,0,0,79
"289",0,0,0,0,1,0,0,0,0,8
"290",0,0,0,0,1,0,0,0,0,79
"291",0,0,0,0,1,0,0,0,0,3
"292",0,0,0,0,1,0,0,0,0,8
"293",0,0,0,0,1,0,0,0,0,5
"294",0,0,0,0,1,0,0,0,0,5
"295",0,0,0,0,1,0,0,0,0,5
"296",0,0,0,0,1,0,0,0,0,11
"297",0,0,0,0,1,0,0,0,0,13
"298",0,0,0,0,1,0,0,0,0,6
"299",0,0,0,0,1,0,0,0,0,84
"300",0,0,0,0,1,0,0,0,0,5
"301",0,0,0,0,1,0,0,0,0,4
"302",0,0,0,0,1,0,0,0,0,4
"303",0,0,0,0,1,0,0,0,0,3
"304",0,0,0,0,1,0,0,0,0,4
"305",0,0,0,0,1,0,0,0,0,19
"306",0,0,0,0,1,0,0,0,0,2
"307",0,0,0,0,1,0,0,0,0,10
"308",0,0,0,0,1,0,0,0,0,1
"309",0,0,0,0,1,0,0,0,0,74
"310",0,0,0,0,1,0,0,0,0,2
"311",0,0,0,0,1,0,0,0,0,30
"312",0,0,0,0,1,0,0,0,0,2
"313",0,0,0,0,1,0,0,0,0,5
"314",0,0,0,0,1,0,0,0,0,8
"315",0,0,0,0,1,0,0,0,0,64
"316",0,0,0,0,1,0,0,0,0,12
"317",0,0,0,0,1,0,0,0,0,13
"318",0,0,0,0,1,0,0,0,0,6
"319",0,0,0,0,1,0,0,0,0,5
"320",0,0,0,0,0,1,0,0,0,42
"321",0,0,0,0,0,1,0,0,0,5
"322",0,0,0,0,0,1,0,0,0,10
"323",0,0,0,0,0,1,0,0,0,8
"324",0,0,0,0,0,1,0,0,0,13
"325",0,0,0,0,0,1,0,0,0,20
"326",0,0,0,0,0,1,0,0,0,42
"327",0,0,0,0,0,1,0,0,0,10
"328",0,0,0,0,0,1,0,0,0,8
"329",0,0,0,0,0,1,0,0,0,13
"330",0,0,0,0,0,1,0,0,0,5
"331",0,0,0,0,0,1,0,0,0,59
"332",0,0,0,0,0,1,0,0,0,7
"333",0,0,0,0,0,1,0,0,0,26
"334",0,0,0,0,0,1,0,0,0,42
"335",0,0,0,0,0,1,0,0,0,4
"336",0,0,0,0,0,1,0,0,0,10
"337",0,0,0,0,0,1,0,0,0,8
"338",0,0,0,0,0,1,0,0,0,13
"339",0,0,0,0,0,1,0,0,0,20
"340",0,0,0,0,0,1,0,0,0,3
"341",0,0,0,0,0,1,0,0,0,1
"342",0,0,0,0,0,1,0,0,0,8
"343",0,0,0,0,0,1,0,0,0,74
"344",0,0,0,0,0,1,0,0,0,5
"345",0,0,0,0,0,1,0,0,0,1
"346",0,0,0,0,0,1,0,0,0,5
"347",0,0,0,0,0,1,0,0,0,5
"348",0,0,0,0,0,1,0,0,0,11
"349",0,0,0,0,0,1,0,0,0,13
"350",0,0,0,0,0,1,0,0,0,6
"351",0,0,0,0,0,1,0,0,0,40
"352",0,0,0,0,0,1,0,0,0,1
"353",0,0,0,0,0,1,0,0,0,84
"354",0,0,0,0,0,1,0,0,0,2
"355",0,0,0,0,0,1,0,0,0,1
"356",0,0,0,0,0,1,0,0,0,5
"357",0,0,0,0,0,1,0,0,0,4
"358",0,0,0,0,0,1,0,0,0,4
"359",0,0,0,0,0,1,0,0,0,3
"360",0,0,0,0,0,1,0,0,0,128
"361",0,0,0,0,0,1,0,0,0,4
"362",0,0,0,0,0,1,0,0,0,19
"363",0,0,0,0,0,1,0,0,0,2
"364",0,0,0,0,0,1,0,0,0,55
"365",0,0,0,0,0,1,0,0,0,2
"366",0,0,0,0,0,1,0,0,0,10
"367",0,0,0,0,0,1,0,0,0,24
"368",0,0,0,0,0,1,0,0,0,6
"369",0,0,0,0,0,1,0,0,0,1
"370",0,0,0,0,0,1,0,0,0,74
"371",0,0,0,0,0,1,0,0,0,2
"372",0,0,0,0,0,1,0,0,0,30
"373",0,0,0,0,0,1,0,0,0,4
"374",0,0,0,0,0,1,0,0,0,4
"375",0,0,0,0,0,1,0,0,0,5
"376",0,0,0,0,0,1,0,0,0,10
"377",0,0,0,0,0,1,0,0,0,3
"378",0,0,0,0,0,1,0,0,0,64
"379",0,0,0,0,0,1,0,0,0,2
"380",0,0,0,0,0,1,0,0,0,12
"381",0,0,0,0,0,1,0,0,0,13
"382",0,0,0,0,0,1,0,0,0,6
"383",0,0,0,0,0,1,0,0,0,5
"384",0,0,0,0,0,1,0,0,0,8
"385",0,0,0,0,0,0,1,0,0,6
"386",0,0,0,0,0,0,1,0,0,39
"387",0,0,0,0,0,0,1,0,0,3
"388",0,0,0,0,0,0,1,0,0,8
"389",0,0,0,0,0,0,1,0,0,178
"390",0,0,0,0,0,0,1,0,0,36
"391",0,0,0,0,0,0,1,0,0,6
"392",0,0,0,0,0,0,1,0,0,39
"393",0,0,0,0,0,0,1,0,0,3
"394",0,0,0,0,0,0,1,0,0,8
"395",0,0,0,0,0,0,1,0,0,36
"396",0,0,0,0,0,0,1,0,0,178
"397",0,0,0,0,0,0,1,0,0,32
"398",0,0,0,0,0,0,1,0,0,14
"399",0,0,0,0,0,0,1,0,0,5
"400",0,0,0,0,0,0,1,0,0,6
"401",0,0,0,0,0,0,1,0,0,39
"402",0,0,0,0,0,0,1,0,0,3
"403",0,0,0,0,0,0,1,0,0,18
"404",0,0,0,0,0,0,1,0,0,74
"405",0,0,0,0,0,0,1,0,0,15
"406",0,0,0,0,0,0,1,0,0,1
"407",0,0,0,0,0,0,1,0,0,6
"408",0,0,0,0,0,0,1,0,0,8
"409",0,0,0,0,0,0,1,0,0,6
"410",0,0,0,0,0,0,1,0,0,2
"411",0,0,0,0,0,0,1,0,0,16
"412",0,0,0,0,0,0,1,0,0,4
"413",0,0,0,0,0,0,1,0,0,1
"414",0,0,0,0,0,0,1,0,0,36
"415",0,0,0,0,0,0,1,0,0,8
"416",0,0,0,0,0,0,1,0,0,2
"417",0,0,0,0,0,0,1,0,0,7
"418",0,0,0,0,0,0,1,0,0,2
"419",0,0,0,0,0,0,1,0,0,1
"420",0,0,0,0,0,0,1,0,0,2
"421",0,0,0,0,0,0,1,0,0,13
"422",0,0,0,0,0,0,1,0,0,178
"423",0,0,0,0,0,0,1,0,0,4
"424",0,0,0,0,0,0,1,0,0,20
"425",0,0,0,0,0,0,1,0,0,1
"426",0,0,0,0,0,0,1,0,0,32
"427",0,0,0,0,0,0,1,0,0,14
"428",0,0,0,0,0,0,1,0,0,5
"429",0,0,0,0,0,0,1,0,0,5
"430",0,0,0,0,0,0,1,0,0,51
"431",0,0,0,0,0,0,1,0,0,8
"432",0,0,0,0,0,0,1,0,0,39
"433",0,0,0,0,0,0,1,0,0,8
"434",0,0,0,0,0,0,1,0,0,4
"435",0,0,0,0,0,0,1,0,0,1
"436",0,0,0,0,0,0,1,0,0,41
"437",0,0,0,0,0,0,1,0,0,2
"438",0,0,0,0,0,0,1,0,0,43
"439",0,0,0,0,0,0,1,0,0,30
"440",0,0,0,0,0,0,1,0,0,1
"441",0,0,0,0,0,0,1,0,0,120
"442",0,0,0,0,0,0,1,0,0,24
"443",0,0,0,0,0,0,1,0,0,15
"444",0,0,0,0,0,0,1,0,0,8
"445",0,0,0,0,0,0,1,0,0,2
"446",0,0,0,0,0,0,1,0,0,11
"447",0,0,0,0,0,0,1,0,0,35
"448",0,0,0,0,0,0,1,0,0,7
"449",0,0,0,0,0,0,1,0,0,2
"450",0,0,0,0,0,0,1,0,0,4
"451",0,0,0,0,0,0,1,0,0,1
"452",0,0,0,0,0,0,1,0,0,15
"453",0,0,0,0,0,0,1,0,0,43
"454",0,0,0,0,0,0,1,0,0,4
"455",0,0,0,0,0,0,1,0,0,3
"456",0,0,0,0,0,0,1,0,0,5
"457",0,0,0,0,0,0,1,0,0,1
"458",0,0,0,0,0,0,1,0,0,67
"459",0,0,0,0,0,0,1,0,0,52
"460",0,0,0,0,0,0,1,0,0,75
"461",0,0,0,0,0,0,1,0,0,35
"462",0,0,0,0,0,0,1,0,0,107
"463",0,0,0,0,0,0,1,0,0,25
"464",0,0,0,0,0,0,1,0,0,55
"465",0,0,0,0,0,0,1,0,0,5
"466",0,0,0,0,0,0,1,0,0,113
"467",0,0,0,0,0,0,1,0,0,21
"468",0,0,0,0,0,0,1,0,0,6
"469",0,0,0,0,0,0,1,0,0,1
"470",0,0,0,0,0,0,1,0,0,10
"471",0,0,0,0,0,0,1,0,0,2
"472",0,0,0,0,0,0,1,0,0,8
"473",0,0,0,0,0,0,1,0,0,41
"474",0,0,0,0,0,0,1,0,0,10
"475",0,0,0,0,0,0,1,0,0,42
"476",0,0,0,0,0,0,1,0,0,40
"477",0,0,0,0,0,0,1,0,0,23
"478",0,0,0,0,0,0,1,0,0,9
"479",0,0,0,0,0,0,0,1,0,6
"480",0,0,0,0,0,0,0,1,0,15
"481",0,0,0,0,0,0,0,1,0,7
"482",0,0,0,0,0,0,0,1,0,11
"483",0,0,0,0,0,0,0,1,0,1
"484",0,0,0,0,0,0,0,1,0,2
"485",0,0,0,0,0,0,0,1,0,8
"486",0,0,0,0,0,0,0,1,0,7
"487",0,0,0,0,0,0,0,1,0,15
"488",0,0,0,0,0,0,0,1,0,12
"489",0,0,0,0,0,0,0,1,0,21
"490",0,0,0,0,0,0,0,1,0,14
"491",0,0,0,0,0,0,0,1,0,20
"492",0,0,0,0,0,0,0,1,0,30
"493",0,0,0,0,0,0,0,1,0,9
"494",0,0,0,0,0,0,0,1,0,6
"495",0,0,0,0,0,0,0,1,0,15
"496",0,0,0,0,0,0,0,1,0,6
"497",0,0,0,0,0,0,0,1,0,11
"498",0,0,0,0,0,0,0,1,0,4
"499",0,0,0,0,0,0,0,1,0,11
"500",0,0,0,0,0,0,0,1,0,9
"501",0,0,0,0,0,0,0,1,0,7
"502",0,0,0,0,0,0,0,1,0,14
"503",0,0,0,0,0,0,0,1,0,11
"504",0,0,0,0,0,0,0,1,0,10
"505",0,0,0,0,0,0,0,1,0,9
"506",0,0,0,0,0,0,0,1,0,26
"507",0,0,0,0,0,0,0,1,0,4
"508",0,0,0,0,0,0,0,1,0,6
"509",0,0,0,0,0,0,0,1,0,11
"510",0,0,0,0,0,0,0,1,0,1
"511",0,0,0,0,0,0,0,1,0,2
"512",0,0,0,0,0,0,0,1,0,17
"513",0,0,0,0,0,0,0,1,0,1
"514",0,0,0,0,0,0,0,1,0,128
"515",0,0,0,0,0,0,0,1,0,23
"516",0,0,0,0,0,0,0,1,0,34
"517",0,0,0,0,0,0,0,1,0,6
"518",0,0,0,0,0,0,0,1,0,15
"519",0,0,0,0,0,0,0,1,0,6
"520",0,0,0,0,0,0,0,1,0,6
"521",0,0,0,0,0,0,0,1,0,11
"522",0,0,0,0,0,0,0,1,0,4
"523",0,0,0,0,0,0,0,1,0,7
"524",0,0,0,0,0,0,0,1,0,3
"525",0,0,0,0,0,0,0,1,0,5
"526",0,0,0,0,0,0,0,1,0,12
"527",0,0,0,0,0,0,0,1,0,19
"528",0,0,0,0,0,0,0,1,0,9
"529",0,0,0,0,0,0,0,1,0,9
"530",0,0,0,0,0,0,0,1,0,120
"531",0,0,0,0,0,0,0,1,0,42
"532",0,0,0,0,0,0,0,1,0,30
"533",0,0,0,0,0,0,0,1,0,66
"534",0,0,0,0,0,0,0,1,0,3
"535",0,0,0,0,0,0,0,1,0,2
"536",0,0,0,0,0,0,0,1,0,8
"537",0,0,0,0,0,0,0,1,0,53
"538",0,0,0,0,0,0,0,1,0,54
"539",0,0,0,0,0,0,0,1,0,28
"540",0,0,0,0,0,0,0,1,0,7
"541",0,0,0,0,0,0,0,1,0,11
"542",0,0,0,0,0,0,0,1,0,4
"543",0,0,0,0,0,0,0,1,0,12
"544",0,0,0,0,0,0,0,1,0,4
"545",0,0,0,0,0,0,0,1,0,3
"546",0,0,0,0,0,0,0,1,0,9
"547",0,0,0,0,0,0,0,1,0,7
"548",0,0,0,0,0,0,0,1,0,14
"549",0,0,0,0,0,0,0,1,0,11
"550",0,0,0,0,0,0,0,1,0,12
"551",0,0,0,0,0,0,0,1,0,10
"552",0,0,0,0,0,0,0,1,0,16
"553",0,0,0,0,0,0,0,1,0,2
"554",0,0,0,0,0,0,0,1,0,26
"555",0,0,0,0,0,0,0,1,0,4
"556",0,0,0,0,0,0,0,1,0,54
"557",0,0,0,0,0,0,0,1,0,70
"558",0,0,0,0,0,0,0,1,0,7
"559",0,0,0,0,0,0,0,1,0,46
"560",0,0,0,0,0,0,0,1,0,4
"561",0,0,0,0,0,0,0,1,0,60
"562",0,0,0,0,0,0,0,1,0,36
"563",0,0,0,0,0,0,0,1,0,15
"564",0,0,0,0,0,0,0,1,0,6
"565",0,0,0,0,0,0,0,1,0,2
"566",0,0,0,0,0,0,0,1,0,5
"567",0,0,0,0,0,0,0,1,0,11
"568",0,0,0,0,0,0,0,1,0,1
"569",0,0,0,0,0,0,0,1,0,2
"570",0,0,0,0,0,0,0,1,0,107
"571",0,0,0,0,0,0,0,1,0,8
"572",0,0,0,0,0,0,0,1,0,4
"573",0,0,0,0,0,0,0,1,0,4
"574",0,0,0,0,0,0,0,1,0,4
"575",0,0,0,0,0,0,0,1,0,1
"576",0,0,0,0,0,0,0,1,0,5
"577",0,0,0,0,0,0,0,1,0,4
"578",0,0,0,0,0,0,0,1,0,180
"579",0,0,0,0,0,0,0,1,0,49
"580",0,0,0,0,0,0,0,1,0,22
"581",0,0,0,0,0,0,0,1,0,6
"582",0,0,0,0,0,0,0,1,0,1
"583",0,0,0,0,0,0,0,1,0,65
"584",0,0,0,0,0,0,0,1,0,4
"585",0,0,0,0,0,0,0,1,0,5
"586",0,0,0,0,0,0,0,1,0,21
"587",0,0,0,0,0,0,0,1,0,18
"588",0,0,0,0,0,0,0,1,0,14
"589",0,0,0,0,0,0,0,1,0,5
"590",0,0,0,0,0,0,0,1,0,5
"591",0,0,0,0,0,0,0,1,0,3
"592",0,0,0,0,0,0,0,1,0,1
"593",0,0,0,0,0,0,0,1,0,3
"594",0,0,0,0,0,0,0,1,0,37
"595",0,0,0,0,0,0,0,1,0,7
"596",0,0,0,0,0,0,0,1,0,3
"597",0,0,0,0,0,0,0,1,0,6
"598",0,0,0,0,0,0,0,1,0,5
"599",0,0,0,0,0,0,0,1,0,16
"600",0,0,0,0,0,0,0,1,0,3
"601",0,0,0,0,0,0,0,1,0,180
"602",0,0,0,0,0,0,0,1,0,1
"603",0,0,0,0,0,0,0,1,0,17
"604",0,0,0,0,0,0,0,1,0,7
